,symbol,open_date,last_date,open_price,last_price,highest_price,position_size,profit_loss,change_pct,current_value,stop_profit_price,stop_loss_price,opened_days
0,2834,2025-07-18,2026-01-29,16.45,15.55,16.6,1264237,-1137813.2999999982,-5.4711246200607855,19658885.35,,,1
1,2880,2025-07-18,2026-01-29,29.0,33.5,33.5,717127,3227071.5,15.517241379310342,24023754.5,,,1
2,1605,2025-08-21,2026-01-29,22.75,43.0,44.3,844126,17093551.5,89.01098901098901,36297418.0,,,1
3,2887,2025-09-08,2026-01-29,17.1,22.85,23.2,1170728,6731686.0,33.62573099415205,26751134.8,,,1
4,1605,2025-09-23,2026-01-29,24.5,43.0,44.3,840040,15540740.0,75.51020408163265,36121720.0,,,1
5,1605,2025-09-25,2026-01-29,25.9,43.0,44.3,1043060,17836326.0,66.02316602316603,44851580.0,,,1
6,2303,2025-09-25,2026-01-29,44.85,75.9,76.2,602353,18703060.650000002,69.23076923076923,45718592.7,,,1
7,2408,2025-09-25,2026-01-29,74.3,297.0,297.0,363604,80974610.8,299.73082099596235,107990388.0,,,1
8,1605,2025-10-07,2026-01-29,25.65,43.0,44.3,689547,11963640.450000001,67.6413255360624,29650521.0,,,1
9,1605,2025-10-14,2026-01-29,31.5,43.0,44.3,670376,7709324.0,36.50793650793651,28826168.0,,,1
10,1605,2025-10-17,2026-01-29,29.2,43.0,44.3,653902,9023847.6,47.260273972602754,28117786.0,,,1
11,1605,2025-10-29,2026-01-29,31.0,43.0,44.3,807638,9691656.0,38.70967741935485,34728434.0,,,1
12,1605,2025-11-03,2026-01-29,30.05,43.0,44.3,1473469,19081423.55,43.09484193011648,63359167.0,,,1
13,2408,2025-11-03,2026-01-29,136.0,297.0,297.0,325571,52416931.0,118.38235294117645,96694587.0,,,1
14,3443,2025-11-03,2026-01-29,1580.0,2580.0,2725.0,28023,28023000.0,63.29113924050633,72299340.0,,,1
15,1605,2025-11-04,2026-01-29,29.5,43.0,44.3,1253828,16926678.0,45.76271186440677,53914604.0,,,1
16,2408,2025-11-04,2026-01-29,141.0,297.0,297.0,262328,40923168.0,110.6382978723404,77911416.0,,,1
17,2408,2025-11-17,2026-01-29,170.0,297.0,297.0,148452,18853404.0,74.70588235294117,44090244.0,,,1
18,2408,2025-11-18,2026-01-29,165.0,297.0,297.0,179611,23708652.0,80.0,53344467.0,,,1
19,2408,2025-11-19,2026-01-29,156.5,297.0,297.0,153575,21577287.5,89.77635782747603,45611775.0,,,1
20,2408,2025-11-20,2026-01-29,169.5,297.0,297.0,141800,18079500.0,75.2212389380531,42114600.0,,,1
21,3443,2025-11-20,2026-01-29,1995.0,2580.0,2725.0,12047,7047495.0,29.323308270676684,31081260.0,,,1
22,2408,2025-11-24,2026-01-29,141.0,297.0,297.0,154741,24139596.0,110.6382978723404,45958077.0,,,1
23,2408,2025-11-25,2026-01-29,153.5,297.0,297.0,161999,23246856.5,93.48534201954396,48113703.0,,,1
24,3443,2025-11-25,2026-01-29,2055.0,2580.0,2725.0,12100,6352500.0,25.547445255474454,31218000.0,,,1
25,3443,2025-12-05,2026-01-29,2120.0,2580.0,2725.0,12462,5732520.0,21.698113207547177,32151960.0,,,1
26,2303,2025-12-17,2026-01-29,49.45,75.9,76.2,678929,17957672.05,53.48837209302326,51530711.10000001,,,1
27,2880,2025-12-17,2026-01-29,31.35,33.5,33.5,1070911,2302458.6499999985,6.858054226475274,35875518.5,,,1
28,2883,2025-12-17,2026-01-29,17.2,18.05,18.3,1951923,1659134.5500000028,4.941860465116288,35232210.150000006,,,1
29,2884,2025-12-17,2026-01-29,33.2,33.5,34.15,1011237,303371.0999999971,0.9036144578313143,33876439.5,,,1
30,2885,2025-12-17,2026-01-29,38.8,42.6,42.6,865285,3288083.0000000037,9.7938144329897,36861141.0,,,1
31,2891,2025-12-17,2026-01-29,46.9,51.2,51.2,715844,3078129.200000003,9.168443496801725,36651212.800000004,,,1
32,3037,2025-12-17,2026-01-29,220.0,367.5,367.5,152604,22509090.0,67.04545454545455,56081970.0,,,1
33,3443,2025-12-17,2026-01-29,2040.0,2580.0,2725.0,16457,8886780.0,26.470588235294112,42459060.0,,,1
34,2303,2025-12-18,2026-01-29,50.2,75.9,76.2,638486,16409090.200000001,51.19521912350598,48461087.400000006,,,1
35,2880,2025-12-18,2026-01-29,31.7,33.5,33.5,1011104,1819987.2000000007,5.6782334384858135,33871984.0,,,1
36,2883,2025-12-18,2026-01-29,17.6,18.05,18.3,1821138,819512.0999999987,2.556818181818188,32871540.9,,,1
37,2884,2025-12-18,2026-01-29,33.8,33.5,34.15,948284,-284485.1999999973,-0.8875739644970349,31767514.0,,,1
38,2885,2025-12-18,2026-01-29,39.4,42.6,42.6,813503,2603209.6000000024,8.121827411167516,34655227.800000004,,,1
39,3037,2025-12-18,2026-01-29,209.0,367.5,367.5,153359,24307401.5,75.83732057416267,56359432.5,,,1
40,3443,2025-12-18,2026-01-29,2000.0,2580.0,2725.0,16026,9295080.0,29.000000000000004,41347080.0,,,1
41,2303,2025-12-19,2026-01-29,50.3,75.9,76.2,630420,16138752.000000006,50.89463220675947,47848878.00000001,,,1
42,2880,2025-12-19,2026-01-29,31.7,33.5,33.5,1000321,1800577.8000000007,5.6782334384858135,33510753.5,,,1
43,2883,2025-12-19,2026-01-29,17.4,18.05,18.3,1822424,1184575.6000000038,3.7356321839080664,32894753.200000003,,,1
44,2884,2025-12-19,2026-01-29,33.2,33.5,34.15,955125,286537.49999999726,0.9036144578313143,31996687.5,,,1
45,2885,2025-12-19,2026-01-29,39.25,42.6,42.6,807902,2706471.700000001,8.535031847133755,34416625.2,,,1
46,2890,2025-12-19,2026-01-29,28.85,28.95,29.35,1099139,109913.89999999765,0.34662045060658286,31820074.05,,,1
47,2891,2025-12-19,2026-01-29,49.15,51.2,51.2,645171,1322600.5500000028,4.170905391658208,33032755.200000003,,,1
48,3037,2025-12-19,2026-01-29,211.0,367.5,367.5,150285,23519602.5,74.17061611374407,55229737.5,,,1
49,3443,2025-12-19,2026-01-29,2080.0,2580.0,2725.0,15245,7622500.0,24.03846153846154,39332100.0,,,1
50,2345,2025-12-22,2026-01-29,1180.0,1170.0,1265.0,26873,-268730.0,-0.8474576271186418,31441410.0,,,1
51,2880,2025-12-22,2026-01-29,31.8,33.5,33.5,997181,1695207.6999999993,5.345911949685522,33405563.5,,,1
52,2883,2025-12-22,2026-01-29,17.7,18.05,18.3,1791547,627041.4500000025,1.9774011299435124,32337423.35,,,1
53,2884,2025-12-22,2026-01-29,33.45,33.5,34.15,947993,47399.6499999973,0.1494768310911665,31757765.5,,,1
54,2885,2025-12-22,2026-01-29,40.2,42.6,42.6,788815,1893155.9999999988,5.970149253731338,33603519.0,,,1
55,2887,2025-12-22,2026-01-29,21.45,22.85,23.2,1478340,2069676.0000000033,6.526806526806528,33780069.0,,,1
56,2890,2025-12-22,2026-01-29,29.1,28.95,29.35,1089705,-163455.75000000233,-0.5154639175257825,31546959.749999996,,,1
57,2345,2025-12-24,2026-01-29,1200.0,1170.0,1265.0,20203,-606090.0,-2.500000000000002,23637510.0,,,1
58,2883,2025-12-24,2026-01-29,17.75,18.05,18.3,1365872,409761.60000000097,1.6901408450704203,24653989.6,,,1
59,2885,2025-12-24,2026-01-29,40.55,42.6,42.6,597885,1225664.2500000026,5.055487053020968,25469901.000000004,,,1
60,2887,2025-12-24,2026-01-29,21.05,22.85,23.2,1151745,2073141.000000001,8.551068883610458,26317373.25,,,1
61,2890,2025-12-24,2026-01-29,28.95,28.95,29.35,837452,0.0,0.0,24244235.4,,,1
62,2891,2025-12-24,2026-01-29,50.1,51.2,51.2,483917,532308.7000000007,2.1956087824351433,24776550.4,,,1
63,2345,2025-12-26,2026-01-29,1205.0,1170.0,1265.0,25549,-894215.0,-2.904564315352698,29892330.0,,,1
64,2883,2025-12-26,2026-01-29,17.65,18.05,18.3,1744360,697744.0000000037,2.2662889518413776,31485698.0,,,1
65,2885,2025-12-26,2026-01-29,40.1,42.6,42.6,767779,1919447.5,6.234413965087282,32707385.400000002,,,1
66,2887,2025-12-26,2026-01-29,20.8,22.85,23.2,1480191,3034391.550000001,9.85576923076923,33822364.35,,,1
67,2890,2025-12-26,2026-01-29,28.85,28.95,29.35,1067174,106717.39999999772,0.34662045060658286,30894687.3,,,1
68,2345,2026-01-05,2026-01-29,1145.0,1170.0,1265.0,22267,556675.0,2.183406113537112,26052390.0,,,1
69,2408,2026-01-05,2026-01-29,211.0,297.0,297.0,120834,10391724.0,40.758293838862556,35887698.0,,,1
70,2882,2026-01-05,2026-01-29,75.0,75.8,77.4,339947,271957.59999999905,1.0666666666666602,25767982.599999998,,,1
71,2883,2026-01-05,2026-01-29,17.25,18.05,18.3,1478031,1182424.800000001,4.637681159420293,26678459.55,,,1
72,2884,2026-01-05,2026-01-29,33.95,33.5,33.95,750988,-337944.60000000213,-1.3254786450662803,25158098.0,,,1
73,2885,2026-01-05,2026-01-29,39.65,42.6,42.6,643027,1896929.6500000018,7.4401008827238435,27392950.200000003,,,1
74,2890,2026-01-05,2026-01-29,28.55,28.95,29.35,893031,357212.39999999874,1.4010507880910739,25853247.45,,,1
75,2891,2026-01-05,2026-01-29,50.4,51.2,51.2,505874,404699.20000000217,1.5873015873016039,25900748.8,,,1
76,3037,2026-01-05,2026-01-29,223.0,367.5,367.5,114333,16521118.5,64.79820627802691,42017377.5,,,1
77,5871,2026-01-05,2026-01-29,104.0,105.0,107.0,245157,245157.0,0.9615384615384581,25741485.0,,,1
78,2345,2026-01-09,2026-01-29,1250.0,1170.0,1250.0,18169,-1453520.0,-6.399999999999995,21257730.0,,,1
79,2330,2026-01-12,2026-01-29,1700.0,1820.0,1820.0,17151,2058120.0,7.058823529411762,31214820.0,,,1
80,2345,2026-01-12,2026-01-29,1235.0,1170.0,1240.0,23608,-1534520.0,-5.263157894736848,27621360.0,,,1
81,2408,2026-01-12,2026-01-29,225.5,297.0,297.0,129302,9245093.0,31.70731707317074,38402694.0,,,1
82,2409,2026-01-12,2026-01-29,14.65,14.1,17.25,1990288,-1094658.4000000013,-3.754266211604096,28063060.799999997,,,1
83,1101,2026-01-16,2026-01-29,25.25,26.35,26.35,1283662,1412028.2000000018,4.35643564356436,33824493.7,,,1
84,1605,2026-01-16,2026-01-29,45.9,43.0,45.9,706154,-2047846.599999999,-6.3180827886710205,30364622.0,,,1
85,2308,2026-01-16,2026-01-29,1075.0,1280.0,1280.0,30151,6180955.0,19.069767441860463,38593280.0,,,1
86,2330,2026-01-16,2026-01-29,1735.0,1820.0,1820.0,18681,1587885.0,4.899135446685876,33999420.0,,,1
87,2345,2026-01-16,2026-01-29,1265.0,1170.0,1265.0,25622,-2434090.0,-7.509881422924902,29977740.0,,,1
88,2360,2026-01-16,2026-01-29,990.0,1035.0,1035.0,32740,1473300.0,4.545454545454541,33885900.0,,,1
89,2408,2026-01-16,2026-01-29,244.5,297.0,297.0,132567,6959767.5,21.47239263803682,39372399.0,,,1
90,2409,2026-01-16,2026-01-29,15.4,14.1,17.25,2104724,-2736141.2000000016,-8.441558441558449,29676608.4,,,1
91,2449,2026-01-16,2026-01-29,272.0,311.0,311.0,119164,4647396.0,14.338235294117641,37060004.0,,,1
92,2474,2026-01-16,2026-01-29,211.5,203.5,211.5,153252,-1226016.0,-3.78250591016549,31186782.0,,,1
93,2885,2026-01-16,2026-01-29,41.85,42.6,42.6,774500,580875.0,1.7921146953405076,32993700.0,,,1
94,2891,2026-01-16,2026-01-29,50.1,51.2,51.2,646962,711658.2000000009,2.1956087824351433,33124454.4,,,1
95,1101,2026-01-21,2026-01-29,25.75,26.35,26.35,780078,468046.8000000011,2.3300970873786353,20555055.3,,,1
96,1503,2026-01-21,2026-01-29,217.0,246.0,246.0,92566,2684414.0,13.364055299539167,22771236.0,,,1
97,1605,2026-01-21,2026-01-29,42.0,43.0,43.0,478264,478264.0,2.3809523809523725,20565352.0,,,1
98,2303,2026-01-21,2026-01-29,70.9,75.9,76.2,283316,1416580.0,7.052186177715081,21503684.400000002,,,1
99,2308,2026-01-21,2026-01-29,1130.0,1280.0,1280.0,17776,2666400.0,13.27433628318584,22753280.0,,,1
